order_id,order_date,customer_id,product_id,region,quantity,unit_price,discount_percent
2119,2024-10-06,C0140,P003,West,1,81.05,15
2120,2024-04-08,C0158,P026,North,3,223.3,10
2121,2025-05-14,C0310,P010,South,5,395.9,20
2122,2025-10-08,C0286,P011,North,2,56.89,0
2123,2024-12-18,C0358,P002,South,2,442.73,20
2124,2024-05-11,C0328,P047,West,3,93.38,0
2125,2024-11-29,C0258,P006,North,4,484.7,0
2126,2025-06-17,C0346,P045,South,3,408.99,10
2127,2024-04-17,C0174,P014,East,5,359.12,10
2128,2025-09-16,C0042,P037,East,4,172.66,15
2129,2025-04-04,C0095,P031,North,4,56.37,20
2130,2024-07-21,C0192,P045,North,1,218.48,20
2131,2025-06-04,C0282,P039,West,1,344.05,10
2132,2026-02-21,C0009,P050,West,2,406.89,10
2133,2026-01-08,C0249,P003,East,5,320.89,15
2134,2026-02-12,C0191,P011,North,2,393.53,10
2135,2026-02-26,C0192,P005,East,5,117.13,5
2136,2024-09-27,C0286,P050,South,1,138.9,20
2137,2024-05-31,C0015,P022,West,1,90.61,5
2138,2025-08-22,C0335,P032,South,2,446.2,10
2139,2024-03-29,C0356,P040,West,1,447.12,0
2140,2024-11-06,C0228,P016,North,5,356.58,5
2141,2024-07-29,C0388,P025,South,1,237.21,0
2142,2024-06-17,C0093,P036,East,3,245.0,20
2143,2025-12-14,C0483,P002,North,5,488.27,5
2144,2025-05-31,C0200,P020,South,5,184.98,5
2145,2024-08-27,C0267,P031,South,3,485.52,10
2146,2024-08-02,C0457,P042,East,5,110.88,10
2147,2025-11-28,C0425,P049,East,3,151.55,10
2148,2025-11-22,C0359,P043,South,5,437.71,10
2149,2024-08-13,C0414,P049,South,1,324.08,15
2150,2024-06-01,C0229,P042,South,5,145.5,20
2151,2024-05-23,C0381,P011,North,1,169.98,5
2152,2024-10-28,C0459,P007,North,1,381.92,5
2153,2025-12-24,C0152,P018,East,2,170.63,5
2154,2025-10-05,C0417,P038,South,1,60.05,20
2155,2025-06-16,C0413,P029,West,5,395.14,5
2156,2024-04-09,C0222,P031,East,2,388.29,5
2157,2025-02-12,C0286,P050,West,5,150.18,15
2158,2024-06-05,C0462,P025,North,4,492.61,5
2159,2024-04-03,C0285,P014,East,5,303.7,20
2160,2024-10-08,C0160,P045,West,1,198.19,20
2161,2025-12-08,C0289,P009,West,1,170.68,15
2162,2025-04-24,C0422,P007,South,2,52.3,20
2163,2025-10-15,C0280,P018,North,2,73.26,10
2164,2025-06-27,C0100,P018,East,1,491.27,10
2165,2025-05-23,C0066,P025,West,1,113.36,0
2166,2025-12-30,C0401,P028,West,5,471.13,5
2167,2025-07-22,C0465,P017,South,1,275.96,15
2168,2025-07-03,C0154,P048,South,4,139.92,0
2169,2025-01-29,C0129,P047,North,3,470.67,10
2170,2025-01-19,C0099,P017,North,3,263.69,10
2171,2024-08-21,C0002,P007,West,2,152.8,5
2172,2025-01-05,C0092,P028,East,3,470.53,10
2173,2024-04-24,C0275,P023,North,2,181.02,5
2174,2025-05-22,C0356,P034,East,1,203.66,0
2175,2025-02-18,C0452,P006,East,2,441.84,10
2176,2025-04-18,C0496,P037,East,1,393.79,0
2177,2025-07-08,C0153,P047,North,1,273.74,5
2178,2026-03-09,C0230,P050,North,4,256.25,0
2179,2025-09-19,C0078,P046,East,4,137.85,15
2180,2024-11-29,C0420,P034,North,3,218.42,15
2181,2024-07-18,C0292,P018,West,2,113.24,10
2182,2024-07-31,C0494,P043,West,3,269.46,10
2183,2025-11-20,C0125,P017,West,3,122.65,5
2184,2026-02-13,C0043,P025,North,1,316.78,0
2185,2024-05-05,C0319,P008,South,2,192.73,15
2186,2024-05-26,C0159,P029,North,5,331.97,5
2187,2024-05-04,C0117,P044,North,3,59.95,20
2188,2026-03-03,C0284,P009,East,4,405.84,20
2189,2024-06-24,C0056,P038,North,3,67.01,10
2190,2025-02-21,C0423,P005,North,1,198.89,10
2191,2024-06-04,C0298,P002,North,2,448.7,20
2192,2025-04-20,C0081,P025,North,4,315.3,5
2193,2026-01-13,C0413,P031,West,2,203.06,20
2194,2025-07-24,C0142,P023,South,4,103.18,20
2195,2024-12-16,C0296,P020,East,3,378.15,15
2196,2025-07-10,C0370,P020,East,2,479.59,5
2197,2024-05-05,C0494,P043,South,5,74.94,15
2198,2025-09-15,C0158,P046,North,3,111.12,0
2199,2025-02-10,C0445,P011,South,2,193.25,15
2200,2025-01-13,C0127,P043,South,1,54.37,15
2201,2024-09-24,C0003,P012,East,3,62.29,20
2202,2025-06-26,C0025,P047,South,5,61.84,20
2203,2024-11-16,C0116,P007,West,1,80.1,15
2204,2025-04-05,C0070,P043,North,4,399.29,15
2205,2024-06-15,C0114,P014,West,2,70.29,20
2206,2024-12-19,C0319,P041,West,4,285.43,20
2207,2024-03-28,C0191,P005,North,5,79.18,10
2208,2025-01-01,C0242,P039,South,2,133.52,15
2209,2024-09-06,C0081,P016,East,4,456.74,5
2210,2024-12-14,C0353,P021,West,1,253.46,15
2211,2025-06-04,C0305,P046,North,1,419.82,10
2212,2025-02-11,C0084,P046,North,4,261.45,15
2213,2025-10-03,C0102,P043,West,1,380.92,0
2214,2024-10-08,C0335,P016,North,4,414.47,15
2215,2024-12-22,C0332,P027,East,2,323.07,0
2216,2024-05-14,C0163,P044,West,5,434.42,0
2217,2025-06-18,C0373,P002,North,4,88.02,0
2218,2024-07-18,C0130,P004,South,2,122.6,5
2219,2025-11-02,C0057,P002,South,3,415.73,15
2220,2026-03-12,C0038,P043,South,4,474.57,5
2221,2024-05-06,C0207,P017,South,4,234.12,20
2222,2025-04-16,C0122,P004,West,3,79.53,10
2223,2024-09-22,C0317,P004,South,2,359.56,0
2224,2025-06-29,C0178,P031,West,3,427.57,15
2225,2024-04-16,C0341,P020,East,4,145.76,20
2226,2025-07-13,C0132,P042,West,1,434.67,10
2227,2024-11-03,C0482,P027,South,3,231.69,20
2228,2024-03-27,C0037,P022,West,5,255.37,20
2229,2024-07-30,C0179,P029,West,5,229.66,20
2230,2024-10-16,C0136,P037,North,1,218.09,10
2231,2025-10-13,C0251,P001,West,2,109.13,10
2232,2024-10-20,C0338,P015,West,4,196.33,5
2233,2025-07-07,C0500,P025,North,5,192.64,10
2234,2026-03-11,C0273,P048,South,1,364.36,10
2235,2025-08-04,C0059,P003,East,1,308.36,15
2236,2024-12-06,C0196,P019,South,1,70.31,15
2237,2025-09-05,C0393,P046,East,4,495.9,10
2238,2025-12-26,C0248,P003,North,5,122.31,10
2239,2024-08-03,C0025,P010,East,1,222.61,20
2240,2026-03-20,C0293,P024,South,3,228.1,10
2241,2025-02-01,C0308,P047,West,3,329.57,10
2242,2024-06-19,C0453,P001,South,3,258.76,0
2243,2026-01-26,C0432,P008,East,4,377.93,5
2244,2026-01-08,C0465,P010,West,2,117.35,5
2245,2025-12-21,C0476,P038,East,2,261.3,15
2246,2025-04-11,C0253,P015,North,1,468.19,10
2247,2024-08-24,C0136,P001,South,3,327.16,10
2248,2025-08-03,C0103,P034,East,2,206.31,10
2249,2024-06-22,C0352,P018,West,3,370.68,20
2250,2024-05-29,C0168,P048,East,2,115.6,20
2251,2026-02-17,C0128,P008,West,5,197.33,20
2252,2024-03-25,C0083,P038,East,5,387.12,5
2253,2025-01-13,C0007,P047,North,1,351.91,10
2254,2024-12-10,C0243,P048,South,2,487.21,20
2255,2024-04-19,C0423,P032,South,3,447.26,20
2256,2025-02-26,C0406,P047,North,5,314.9,5
2257,2024-07-02,C0101,P006,East,5,412.45,20
2258,2024-12-10,C0072,P014,West,1,132.27,5
2259,2024-08-15,C0294,P045,West,2,217.38,10
2260,2025-12-21,C0116,P020,South,4,411.35,10
2261,2025-09-06,C0030,P009,East,3,312.73,0
2262,2024-04-26,C0290,P047,East,5,91.25,5
2263,2025-08-25,C0495,P015,South,1,65.63,0
2264,2024-12-03,C0040,P011,East,1,259.72,10
2265,2025-08-23,C0318,P040,East,5,303.97,5
2266,2025-05-10,C0120,P021,South,1,467.07,15
2267,2024-12-14,C0285,P048,East,3,438.5,20
2268,2025-07-24,C0153,P041,North,4,282.02,10
2269,2024-05-09,C0473,P005,East,3,147.6,15
2270,2025-01-28,C0292,P002,West,3,493.25,10
2271,2025-12-20,C0303,P039,West,4,52.13,15
2272,2025-04-20,C0236,P033,East,3,350.29,5
2273,2025-12-17,C0310,P006,South,2,168.64,0
2274,2024-07-24,C0416,P028,South,5,282.65,0
2275,2025-05-11,C0224,P040,North,1,442.06,0
2276,2025-05-30,C0267,P001,South,5,322.52,20
2277,2024-09-22,C0449,P004,West,3,123.65,10
2278,2026-01-31,C0331,P043,North,4,289.72,0
2279,2025-03-15,C0093,P025,South,3,493.12,10
2280,2024-10-07,C0139,P009,North,3,56.31,0
2281,2026-02-15,C0175,P022,South,3,118.01,10
2282,2025-08-13,C0135,P013,North,1,88.79,5
2283,2026-02-16,C0400,P037,East,3,353.99,10
2284,2025-10-17,C0346,P013,East,1,373.42,5
2285,2025-07-08,C0389,P018,West,5,352.52,15
2286,2025-07-18,C0400,P043,North,1,100.77,15
2287,2025-08-04,C0292,P043,West,3,55.66,10
2288,2024-11-22,C0342,P040,North,3,457.96,5
2289,2025-06-23,C0269,P041,East,2,357.59,5
2290,2025-05-17,C0413,P015,East,1,426.83,0
2291,2025-12-06,C0088,P042,East,3,231.86,15
2292,2025-10-05,C0028,P003,East,5,375.45,15
2293,2025-11-28,C0252,P038,South,2,422.49,20
2294,2024-09-11,C0390,P041,North,3,470.62,0
2295,2025-01-21,C0246,P014,West,1,398.38,20
2296,2024-11-09,C0122,P006,East,2,381.55,5
2297,2024-03-26,C0427,P021,East,1,455.98,20
2298,2026-01-25,C0460,P006,North,5,291.2,0
2299,2024-03-30,C0258,P019,West,4,253.61,20
2300,2024-11-30,C0013,P035,West,1,408.17,5
2301,2025-03-12,C0293,P025,South,3,483.61,0
2302,2025-07-15,C0333,P011,South,2,463.33,15
2303,2024-04-25,C0486,P011,South,5,487.0,5
2304,2024-11-16,C0354,P028,East,3,219.53,20
2305,2024-10-10,C0291,P029,West,1,224.08,20
2306,2024-04-07,C0404,P042,South,5,146.3,15
2307,2026-03-14,C0169,P007,West,4,410.61,15
2308,2024-04-01,C0016,P007,North,5,194.26,0
2309,2025-08-30,C0078,P035,North,4,463.16,20
2310,2025-12-22,C0180,P037,South,5,161.72,0
2311,2024-07-26,C0221,P032,North,1,435.98,20
2312,2025-01-01,C0248,P028,North,3,198.37,0
2313,2025-06-02,C0193,P049,West,5,429.65,0
2314,2024-09-19,C0361,P045,North,3,428.51,10
2315,2026-01-29,C0100,P006,West,2,224.76,20
2316,2026-02-01,C0492,P033,North,2,97.13,15
2317,2025-01-02,C0118,P013,East,5,95.97,10
2318,2024-03-25,C0193,P027,North,1,407.68,15
2319,2024-07-09,C0025,P029,West,4,61.84,15
2320,2025-11-28,C0175,P007,West,5,85.06,0
2321,2024-04-27,C0286,P001,South,4,335.91,0
2322,2025-05-07,C0249,P050,East,4,460.25,20
2323,2025-04-14,C0082,P039,West,5,297.64,15
2324,2024-08-08,C0255,P004,East,2,180.31,5
2325,2024-04-26,C0133,P008,North,4,353.77,5
2326,2024-09-14,C0106,P036,East,2,292.76,0
2327,2024-10-30,C0345,P024,South,5,244.12,20
2328,2025-05-05,C0433,P009,South,2,412.92,20
2329,2024-05-03,C0377,P043,East,4,152.32,15
2330,2026-01-08,C0111,P002,East,2,400.47,20
2331,2025-05-18,C0093,P049,East,5,488.55,0
2332,2024-09-30,C0416,P008,East,4,121.75,20
2333,2024-07-10,C0044,P026,North,5,83.21,15
2334,2025-11-02,C0377,P030,South,1,222.66,15
2335,2025-05-04,C0440,P008,North,1,285.94,15
2336,2025-09-16,C0233,P020,North,2,54.36,10
2337,2024-12-25,C0321,P032,East,1,215.83,20
2338,2025-04-14,C0035,P029,West,4,234.09,20
2339,2026-02-08,C0280,P032,North,5,114.48,15
2340,2025-04-05,C0099,P034,West,1,404.7,5
2341,2025-04-28,C0265,P015,East,2,349.3,10
2342,2025-03-27,C0284,P011,South,1,444.88,0
2343,2025-06-28,C0145,P038,North,4,122.95,0
2344,2025-04-05,C0082,P012,South,1,70.7,5
2345,2025-01-02,C0089,P011,East,5,227.56,5
2346,2026-01-18,C0249,P045,East,4,79.07,5
2347,2025-07-20,C0368,P033,West,1,307.2,0
2348,2025-03-18,C0013,P024,South,2,190.89,10
2349,2025-01-12,C0172,P012,East,5,270.09,10
2350,2026-01-03,C0093,P046,North,1,465.6,15
2351,2024-09-06,C0043,P004,South,5,267.36,15
2352,2025-09-28,C0254,P033,South,5,366.91,0
2353,2024-08-22,C0307,P037,East,4,139.69,10
2354,2025-04-26,C0169,P003,South,2,499.4,10
2355,2025-12-13,C0367,P041,South,3,402.9,15
2356,2025-06-01,C0078,P030,East,4,380.86,0
2357,2024-06-20,C0075,P020,West,1,491.3,0
2358,2025-05-06,C0285,P013,East,1,414.93,10
2359,2025-06-16,C0104,P021,West,4,238.16,10
2360,2025-04-13,C0291,P038,East,1,498.62,10
2361,2025-07-04,C0168,P014,South,5,211.36,5
2362,2025-12-26,C0180,P048,North,5,206.73,15
2363,2025-08-08,C0206,P026,East,2,382.33,5
2364,2024-10-28,C0240,P043,West,2,495.04,20
2365,2026-02-03,C0135,P041,East,1,327.49,10
2366,2025-11-13,C0033,P039,South,3,279.82,20
2367,2025-02-01,C0275,P025,South,2,290.85,0
2368,2025-01-01,C0258,P021,East,5,349.75,15
2369,2024-08-01,C0385,P045,East,5,445.34,20
2370,2024-06-06,C0215,P049,East,5,239.9,20
2371,2025-12-26,C0010,P010,South,5,449.12,5
2372,2025-02-15,C0147,P006,North,4,479.88,10
2373,2025-12-01,C0303,P012,West,4,74.42,15
2374,2025-12-12,C0453,P003,West,5,421.18,5
2375,2024-11-16,C0245,P020,East,5,110.19,20
2376,2024-03-25,C0299,P034,North,2,117.54,5
2377,2025-11-25,C0325,P035,East,1,463.97,5
2378,2025-08-04,C0250,P045,South,5,226.13,5
2379,2024-10-07,C0334,P012,South,4,267.49,20
2380,2025-05-18,C0198,P013,West,3,106.94,15
2381,2025-05-26,C0078,P008,West,4,232.74,0
2382,2025-11-18,C0422,P045,South,2,139.01,0
2383,2026-01-06,C0280,P002,East,4,99.18,15
2384,2024-08-09,C0079,P036,East,1,85.63,10
2385,2024-08-30,C0472,P041,South,5,352.69,20
2386,2024-07-27,C0026,P033,East,2,172.81,10
2387,2024-12-06,C0159,P008,South,2,267.47,20
2388,2025-01-17,C0236,P012,North,1,428.84,15
2389,2026-03-19,C0151,P038,West,1,392.55,10
2390,2024-06-25,C0216,P044,West,4,435.37,0
2391,2024-05-24,C0496,P010,North,3,357.7,0
2392,2025-10-11,C0484,P012,East,1,215.02,10
2393,2025-07-12,C0328,P038,North,3,458.02,5
2394,2024-10-26,C0382,P024,South,3,467.54,5
2395,2025-10-20,C0364,P041,South,4,393.44,10
2396,2024-11-13,C0302,P022,South,2,212.76,5
2397,2025-01-20,C0188,P049,East,2,416.8,5
2398,2025-08-16,C0252,P040,East,3,325.95,5
2399,2025-06-28,C0361,P004,East,5,275.02,5
2400,2025-03-21,C0461,P018,South,1,414.11,5
2401,2025-01-08,C0164,P036,South,2,431.35,0
2402,2025-03-09,C0379,P009,South,5,311.08,10
2403,2024-08-19,C0142,P013,North,5,211.7,10
2404,2025-12-25,C0250,P031,West,3,309.72,15
2405,2025-10-30,C0030,P026,West,3,247.46,20
2406,2025-09-22,C0208,P041,West,1,304.78,5
2407,2024-05-14,C0232,P016,East,1,318.94,0
2408,2025-02-19,C0399,P001,North,2,425.53,0
2409,2024-08-24,C0211,P043,West,1,415.27,10
2410,2026-03-17,C0380,P024,South,2,119.08,10
2411,2024-04-27,C0329,P031,West,5,178.51,0
2412,2024-11-06,C0061,P042,South,1,242.41,5
2413,2025-01-28,C0417,P019,West,2,394.46,20
2414,2025-05-14,C0192,P007,North,3,243.85,15
2415,2025-08-27,C0191,P029,South,5,305.15,15
2416,2026-02-07,C0309,P018,North,2,117.58,20
2417,2024-11-28,C0059,P012,West,1,67.11,15
2418,2024-06-08,C0006,P028,West,2,418.47,0
2419,2024-07-02,C0156,P040,North,3,86.37,10
2420,2024-05-02,C0230,P010,South,1,100.7,15
2421,2024-03-25,C0184,P020,West,1,466.87,5
2422,2025-10-19,C0470,P049,West,3,95.84,20
2423,2026-01-18,C0478,P030,West,5,238.62,10
2424,2025-06-12,C0341,P003,South,4,236.18,0
2425,2024-10-21,C0279,P021,South,3,320.14,0
2426,2025-03-19,C0447,P030,West,3,147.64,0
2427,2024-11-30,C0163,P015,North,5,135.62,15
2428,2026-02-28,C0088,P040,East,3,498.2,0
2429,2024-10-14,C0437,P042,South,2,310.76,10
2430,2025-03-09,C0241,P035,West,3,279.11,20
2431,2025-07-12,C0291,P014,East,5,379.32,0
2432,2024-05-20,C0168,P039,East,1,110.8,5
2433,2024-09-04,C0237,P007,South,2,400.54,20
2434,2024-06-06,C0212,P015,North,4,259.95,20
2435,2024-11-21,C0192,P031,South,1,176.82,15
2436,2026-01-09,C0200,P031,North,3,394.46,15
2437,2024-11-07,C0214,P010,West,1,432.04,5
2438,2024-12-03,C0177,P041,East,3,120.48,0
2439,2026-01-12,C0118,P043,East,2,92.45,5
2440,2025-12-24,C0063,P015,West,4,371.17,0
2441,2025-10-21,C0032,P033,West,4,440.07,10
2442,2024-05-23,C0444,P050,West,4,105.05,0
2443,2024-08-19,C0350,P024,North,4,331.49,10
2444,2025-07-07,C0035,P042,South,1,320.62,10
2445,2025-09-25,C0187,P002,West,5,191.77,20
2446,2026-02-23,C0064,P013,North,1,408.45,0
2447,2024-12-28,C0049,P007,West,4,308.13,15
2448,2025-10-01,C0115,P006,North,3,192.48,15
2449,2026-01-02,C0277,P019,East,1,432.6,15
2450,2024-06-01,C0397,P010,West,1,342.85,5
2451,2024-03-24,C0206,P018,North,3,52.72,10
2452,2025-10-05,C0415,P006,East,5,411.75,15
2453,2024-10-24,C0058,P040,East,1,201.62,10
2454,2025-05-06,C0116,P031,East,3,312.9,10
2455,2025-08-22,C0462,P039,West,1,172.42,5
2456,2025-03-02,C0395,P020,West,1,178.57,0
2457,2026-02-19,C0277,P012,South,3,289.19,5
2458,2025-03-25,C0470,P031,East,5,97.45,20
2459,2024-12-03,C0289,P004,East,1,359.55,5
2460,2024-05-07,C0001,P050,West,1,312.0,20
2461,2025-11-14,C0180,P039,South,1,401.3,10
2462,2025-11-05,C0139,P019,South,2,353.46,20
2463,2025-06-17,C0202,P013,East,3,326.02,10
2464,2024-03-24,C0129,P024,West,2,370.91,10
2465,2025-11-08,C0359,P046,North,1,108.43,5
2466,2025-12-12,C0344,P015,South,2,217.65,0
2467,2025-09-15,C0320,P010,East,2,297.75,10
2468,2025-02-09,C0183,P023,East,3,116.79,0
2469,2026-01-06,C0162,P022,East,5,297.68,15
2470,2025-03-09,C0115,P032,South,2,50.81,5
2471,2025-07-06,C0172,P014,South,4,376.23,5
2472,2025-11-15,C0072,P018,West,4,162.87,0
2473,2025-04-22,C0121,P033,South,5,201.98,0
2474,2026-03-13,C0378,P048,East,3,127.46,20
2475,2025-07-27,C0497,P013,East,2,251.3,15
2476,2025-12-06,C0209,P029,South,2,460.76,5
2477,2026-02-26,C0465,P002,South,2,307.82,15
2478,2026-02-03,C0240,P024,West,1,177.89,5
2479,2025-02-03,C0340,P011,South,2,487.61,15
2480,2024-11-13,C0177,P033,West,4,105.47,20
2481,2025-09-11,C0467,P015,West,4,236.07,15
2482,2024-05-02,C0222,P011,South,5,230.92,10
2483,2025-10-08,C0309,P018,East,4,326.34,20
2484,2025-12-08,C0368,P022,South,1,155.97,10
2485,2024-11-09,C0320,P013,East,5,203.47,20
2486,2025-05-21,C0140,P018,West,4,456.84,10
2487,2026-03-18,C0203,P030,West,1,490.25,0
2488,2025-05-15,C0207,P006,West,4,277.31,10
2489,2026-01-04,C0014,P038,North,4,451.47,20
2490,2024-09-18,C0207,P047,North,1,54.9,5
2491,2025-03-29,C0182,P028,North,1,470.99,20
2492,2025-08-10,C0402,P005,North,4,96.11,15
2493,2024-10-05,C0469,P033,North,4,85.06,20
2494,2025-08-01,C0103,P046,South,3,338.41,15
2495,2025-10-16,C0499,P017,North,2,131.13,15
2496,2024-05-09,C0466,P050,East,5,96.31,0
2497,2025-08-02,C0471,P043,East,4,373.56,10
2498,2025-01-29,C0056,P027,North,1,256.19,20
2499,2024-12-13,C0148,P002,South,5,127.49,0
2500,2024-06-08,C0384,P034,North,4,293.63,10
2501,2024-05-28,C0025,P024,South,5,404.45,10
2502,2025-03-25,C0482,P021,South,4,486.54,0
2503,2024-04-27,C0007,P049,South,5,443.72,20
2504,2025-08-09,C0096,P005,West,1,302.38,0
2505,2025-08-25,C0258,P031,East,5,460.19,5
2506,2025-04-26,C0335,P014,North,4,54.87,20
2507,2025-01-26,C0099,P013,East,1,495.67,10
2508,2024-06-28,C0079,P034,South,5,351.5,0
2509,2024-05-26,C0021,P037,West,4,163.36,15
2510,2025-10-28,C0137,P007,South,4,396.37,20
2511,2025-04-27,C0469,P015,North,1,463.47,5
2512,2025-12-22,C0393,P017,South,2,428.97,0
2513,2025-09-10,C0089,P027,East,2,353.65,15
2514,2024-08-31,C0489,P035,East,4,156.45,10
2515,2025-07-30,C0407,P025,North,5,399.34,10
2516,2026-01-26,C0253,P043,South,3,498.37,5
2517,2025-03-29,C0339,P023,West,1,219.66,0
2518,2024-06-18,C0401,P016,East,4,494.06,5
2519,2025-09-26,C0492,P032,South,5,273.53,15
2520,2025-10-02,C0092,P014,West,3,498.01,20
2521,2026-03-04,C0383,P050,West,4,428.19,20
2522,2024-12-07,C0468,P012,East,2,387.56,15
2523,2025-07-02,C0457,P049,North,4,408.47,20
2524,2024-06-11,C0360,P035,West,3,131.48,10
2525,2025-04-24,C0242,P004,East,2,161.47,20
2526,2025-07-29,C0002,P019,West,4,419.87,15
2527,2025-02-07,C0460,P019,East,3,112.98,15
2528,2025-11-19,C0160,P026,South,1,356.39,15
2529,2024-12-15,C0387,P022,North,1,145.13,20
2530,2026-03-01,C0466,P006,North,1,254.09,20
2531,2024-08-25,C0133,P022,East,1,118.49,0
2532,2025-01-20,C0056,P030,South,4,422.07,5
2533,2026-01-08,C0350,P012,North,4,239.06,0
2534,2025-06-09,C0374,P016,South,4,266.01,0
2535,2024-04-25,C0328,P048,West,5,167.58,10
2536,2024-07-27,C0076,P006,North,4,365.86,20
2537,2025-03-20,C0155,P047,North,2,87.61,20
2538,2024-09-04,C0039,P030,West,3,383.72,20
2539,2024-05-15,C0081,P040,East,4,190.07,0
2540,2024-08-17,C0096,P013,East,5,400.94,5
2541,2025-12-29,C0383,P049,East,5,303.25,15
2542,2024-08-03,C0468,P040,South,1,87.24,15
2543,2025-07-21,C0439,P006,West,4,223.36,10
2544,2024-08-04,C0387,P042,East,3,167.22,15
2545,2024-05-16,C0440,P034,West,2,205.28,10
2546,2025-10-05,C0418,P025,North,5,95.95,15
2547,2025-11-20,C0008,P022,North,5,99.65,5
2548,2024-07-08,C0479,P041,North,2,170.82,15
2549,2025-01-05,C0115,P001,South,2,352.87,15
2550,2025-02-09,C0209,P048,West,4,451.46,5
2551,2024-11-06,C0099,P025,South,1,286.45,0
2552,2025-02-04,C0274,P045,West,2,203.27,10
2553,2025-06-29,C0488,P007,North,1,469.93,15
2554,2025-05-26,C0317,P031,West,5,207.8,0
2555,2025-05-12,C0258,P009,North,4,222.07,15
2556,2025-09-25,C0369,P020,East,2,319.8,5
2557,2025-10-02,C0054,P046,North,1,430.31,10
2558,2024-06-08,C0491,P017,West,5,365.76,10
2559,2024-12-24,C0003,P033,West,3,339.62,10
2560,2025-11-19,C0301,P028,South,3,160.92,10
2561,2024-10-22,C0203,P016,East,2,188.68,0
2562,2025-02-16,C0203,P005,South,3,479.16,0
2563,2026-01-03,C0025,P001,South,4,301.2,10
2564,2024-09-24,C0229,P010,East,1,236.72,10
2565,2025-09-27,C0458,P035,South,1,164.61,0
2566,2024-12-18,C0256,P004,South,5,199.28,10
2567,2025-10-30,C0253,P039,North,5,146.61,0
2568,2025-04-14,C0255,P037,West,1,385.98,10
2569,2025-10-09,C0157,P050,East,5,186.67,10
2570,2025-02-08,C0173,P015,North,3,254.59,10
2571,2024-05-22,C0275,P036,South,4,57.23,10
2572,2025-05-07,C0318,P029,East,1,150.81,0
2573,2026-02-13,C0364,P045,East,2,336.28,15
2574,2025-06-30,C0433,P003,West,1,159.55,5
2575,2024-11-24,C0142,P034,North,2,345.45,0
2576,2024-10-18,C0112,P032,East,1,401.19,20
2577,2024-08-24,C0073,P043,East,4,200.07,0
2578,2025-02-20,C0126,P034,North,2,448.69,5
2579,2025-01-14,C0376,P043,South,3,465.83,10
2580,2025-08-24,C0489,P031,East,5,149.33,5
2581,2024-09-08,C0393,P004,South,4,55.2,20
2582,2024-08-21,C0023,P036,South,5,457.06,0
2583,2024-04-24,C0094,P014,West,4,347.83,0
2584,2024-12-23,C0016,P033,West,1,240.27,20
2585,2024-07-23,C0299,P040,West,3,126.55,15
2586,2025-09-21,C0170,P040,West,1,112.59,5
2587,2025-05-30,C0411,P022,North,3,387.93,10
2588,2024-04-30,C0489,P045,East,1,419.09,15
2589,2024-08-07,C0110,P048,West,1,299.33,0
2590,2025-10-25,C0182,P003,East,5,182.02,15
2591,2024-06-28,C0341,P047,East,4,183.96,0
2592,2025-03-22,C0333,P020,West,1,456.97,10
2593,2024-04-20,C0059,P041,North,5,54.3,5
2594,2025-06-17,C0270,P032,North,5,383.59,5
2595,2025-03-28,C0269,P011,North,1,365.2,20
2596,2025-08-04,C0411,P037,East,4,317.79,15
2597,2024-04-26,C0315,P024,South,5,373.1,0
2598,2025-04-04,C0256,P017,East,2,63.85,15
2599,2026-02-27,C0032,P010,West,2,91.65,5
2600,2026-02-17,C0317,P044,East,4,353.44,15
2601,2025-10-23,C0311,P011,East,2,409.64,5
2602,2025-11-24,C0335,P024,West,3,55.74,10
2603,2024-10-12,C0218,P012,South,2,331.77,20
2604,2024-06-30,C0257,P035,East,4,226.38,5
2605,2024-06-08,C0334,P002,East,5,454.93,0
2606,2024-04-29,C0144,P016,South,4,476.08,15
2607,2026-03-18,C0152,P023,North,4,418.88,15
2608,2024-10-20,C0283,P047,West,3,372.46,10
2609,2025-04-08,C0032,P006,West,4,296.02,10
2610,2024-08-30,C0393,P042,East,4,455.76,20
2611,2026-01-25,C0152,P007,North,1,69.43,20
2612,2024-06-29,C0210,P033,West,3,402.98,20
2613,2025-11-09,C0252,P019,South,5,249.07,20
2614,2025-07-13,C0297,P006,West,4,158.05,20
2615,2025-01-25,C0157,P032,North,4,111.28,5
2616,2025-06-18,C0238,P032,East,4,77.65,20
2617,2025-11-12,C0430,P049,East,5,481.05,10
2618,2025-05-08,C0473,P041,East,2,420.71,20
2619,2025-06-14,C0056,P034,South,4,369.3,5
2620,2024-03-30,C0469,P031,West,4,173.54,5
2621,2025-09-02,C0436,P047,East,3,303.12,0
2622,2024-05-17,C0174,P022,North,5,107.35,0
2623,2026-03-04,C0298,P008,West,5,75.86,10
2624,2024-11-02,C0413,P025,North,5,92.24,20
2625,2024-11-10,C0481,P006,East,2,432.69,10
2626,2024-07-15,C0139,P019,North,5,217.96,20
2627,2025-04-23,C0339,P004,North,2,458.97,15
2628,2024-10-30,C0331,P024,South,3,154.26,20
2629,2024-04-10,C0338,P024,West,3,105.74,10
2630,2024-11-02,C0212,P020,South,3,297.7,0
2631,2025-05-05,C0318,P017,North,5,383.16,10
2632,2024-08-27,C0194,P043,East,1,260.71,20
2633,2026-03-15,C0180,P007,North,4,115.68,10
2634,2025-10-03,C0303,P027,West,2,190.61,20
2635,2024-09-25,C0194,P031,West,5,102.09,0
